取樣日期,經度,緯度,深度(M),銫-137活度,銫-137單位,氚活度,氚單位,類別,地點編號,地點,取樣單位/人,備註
108/05/20,"22°48'00.00""","122°00'00.00""",,0.07,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Coryphaena hippurus  鬼頭刀
108/05/20,"23°07'00.00""","122°30'00.00""",,0.17,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Acanthocybium solandri  棘鰆 / 石喬
108/05/22,"23°07'00.00""","121°24'00.00""",,0.24,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Caranx ignobilis  浪人?
108/05/22,"24°45'00.00""","121°57'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Pasiphaea japonica 日本玻璃蝦
108/05/23,"24°47'00.00""","121°58'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Sergia lucens 晶瑩櫻蝦
108/05/24,"24°32'00.00""","121°55'00.00""",,0.05,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Penaeus marginatus 緣溝對蝦
108/05/24,"24°33'00.00""","121°53'00.00""",,0.15,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Auxis rochei rochei 圓花鰹
108/05/24,"24°33'00.00""","121°53'00.00""",,0.15,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Auxis thazard thazard 扁花鰹
108/05/25,"24°46'00.00""","122°10'00.00""",,0.11,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Scomber australasicus  花腹鯖 / 鯖魚
108/05/25,"24°36'00.00""","121°53'00.00""",,0.2,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Sarda orientalis  東方齒鰆
108/05/25,"24°36'00.00""","121°52'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Trachurus japonicus 日本竹筴魚
108/05/25,"22°14'00.00""","121°05'00.00""",,0.2,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Katsuwonus pelamis 正鰹 
108/05/28,"24°04'12.00""","122°02'24.00""",,0.24,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Auxis thazard thazard 扁花鰹
108/05/30,"22°27'00.00""","121°12'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Aristeus virilis 密毛鬚蝦
108/05/30,"22°27'00.00""","121°12'00.00""",,0.08,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會, Aristaeomorpha foliacea 葉狀擬鬚蝦
108/05/30,"25°11'00.00""","121°18'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Metapenaeus ensis 刀額新對蝦
108/05/30,"25°11'00.00""","121°18'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Parapenaeopsis hardwickii 哈氏彷對蝦
108/05/30,"25°18'00.02""","122°00'00.00""",,0.08,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Scomber australasicus  花腹鯖 / 鯖魚
108/06/01,"22°05'00.00""","121°28'00.00""",,0.52,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤 / 紅甘
108/06/03,"23°52'00.00""","119°18'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Psenopsis anomala 刺鯧
108/06/03,"23°52'00.00""","119°18'00.00""",,0.08,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Trachurus japonicus 日本竹筴魚
108/06/03,"23°52'00.00""","119°18'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Metapenaeopsis barbata 鬚赤對蝦 
108/06/05,"23°07'12.00""","119°44'23.99""",,0.17,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Trichiurus spp.帶魚屬 / 白帶魚
108/06/05,"23°12'36.00""","119°25'48.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Portunus sanguinolentus 紅星梭子蟹 / 三點蟹
108/06/05,"23°12'36.00""","119°25'48.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,蝦類
108/06/05,"23°07'12.00""","119°44'23.99""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,透抽
108/06/05,"23°07'00.00""","121°24'00.00""",,0.16,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Auxis rochei rochei 圓花鰹
108/06/12,"25°04'00.00""","122°08'00.00""",,0.17,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Trichiurus spp.帶魚屬 / 白帶魚
108/06/13,"24°56'00.00""","121°55'00.00""",,0.12,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Auxis thazard thazard 扁花鰹
108/06/13,"24°59'00.00""","121°00'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Arius maculatus 斑海鯰
108/06/13,"24°59'00.00""","121°00'00.00""",,0.16,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Trachurus japonicus 日本竹筴魚
108/06/13,"25°22'00.00""","122°34'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,蝦
108/06/13,"25°22'00.00""","122°34'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,鎖管
108/06/14,"24°49'00.00""","122°25'00.00""",,0.52,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Seriola dumerili  杜氏鰤/紅甘
108/06/14,"24°49'00.00""","122°25'00.00""",,0.09,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Scomber australasicus  花腹鯖 / 鯖魚
108/06/15,"25°35'00.00""","125°35'00.00""",,0.39,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Thunnus albacares 黃鰭鮪
108/06/15,"25°35'00.00""","125°21'00.00""",,0.18,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Katsuwonus pelamis 正鰹 
108/06/15,"25°24'00.00""","124°02'00.00""",,0.4,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Thunnus albacares 黃鰭鮪
108/06/15,"25°45'00.00""","125°30'00.00""",,0.31,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Thunnus albacares 黃鰭鮪
108/06/15,"25°48'00.00""","125°02'00.00""",,0.23,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Katsuwonus pelamis 正鰹 
108/06/17,"25°12'00.00""","121°41'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Eucheuma serra 鋸齒麒麟菜
108/06/18,"23°07'00.00""","121°24'00.00""",,0.15,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Auxis thazard thazard 扁花鰹
108/06/18,"24°21'00.00""","120°29'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Melo melo 椰子渦螺
108/06/20,"26°16'00.00""","124°01'00.00""",,0.13,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Dentex hypselosomus ?背牙鯛
108/06/28,"22°28'00.00""","117°40'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Varuna litterata 字紋弓蟹/扁蟹
108/06/28,"23°45'00.00""","119°23'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Metapenaeopsis barbata 鬚赤對蝦/狗蝦
108/06/28,"23°40'00.00""","119°59'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,小管
108/07/09,"25°12'00.00""","121°41'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Tegula argyrostoma 鐘螺
108/07/09,"25°12'00.00""","121°41'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Gelidium 石花菜
108/07/12,"25°09'00.00""","121°48'00.00""",,0.06,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Scomber japonicus  白腹鯖
108/07/13,"22°28'00.00""","120°03'00.00""",,0.1,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Decapterus macarellus 頜圓?
108/07/15,"23°01'00.00""","121°25'00.00""",,0.11,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Mobula japanica 日本蝠?
108/07/16,"24°46'00.00""","120°54'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Ostreidae   牡蠣(未帶殼)
108/07/17,"23°26'00.00""","120°08'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Ostreidae   牡蠣(未帶殼)
108/07/20,"25°10'00.00""","121°47'00.00""",,0.14,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Trachurus japonicus 日本竹筴魚
108/07/20,"25°10'00.00""","121°47'00.00""",,0.27,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Sarda orientalis  東方齒鰆
108/07/25,"23°24'00.00""","120°06'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Ostreidae   牡蠣(帶殼)
108/07/25,"23°24'00.00""","120°06'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Ostreidae   牡蠣(未帶殼)
108/07/25,"22°20'00.00""","120°07'00.00""",,0.18,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Katsuwonus pelamis 正鰹 
108/07/28,"23°58'00.00""","120°19'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Meretrix lusoria 文蛤
108/07/28,"23°58'00.00""","120°19'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Gomphina aequilatera 花蛤
108/07/29,"22°35'00.00""","123°05'00.00""",,0.31,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Xiphias gladius 劍旗魚
108/08/01,"23°26'00.00""","122°26'00.00""",,0.18,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Coryphaena hippurus  鬼頭刀
108/08/03,"22°22'00.00""","121°31'00.00""",,0.12,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Thunnus albacares 黃鰭鮪
108/08/08,"22°02'00.00""","121°34'00.00""",,0.14,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Thunnus albacares 黃鰭鮪
108/08/08,"22°02'00.00""","121°34'00.00""",,0.11,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Coryphaena hippurus  鬼頭刀
108/08/08,"24°28'00.00""","121°59'00.00""",,0.2,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Thunnus albacares 黃鰭鮪
108/08/08,"24°28'00.00""","121°59'00.00""",,0.25,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Makaira nigricans 黑皮旗魚
108/08/08,"25°09'00.00""","121°47'00.00""",,0.18,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Scomber australasicus  花腹鯖 / 鯖魚
108/08/19,"22°26'00.00""","120°16'00.00""",,0.17,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Trichiurus spp.帶魚屬 / 白帶魚
108/08/21,"23°12'00.00""","119°44'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,鎖管
108/08/22,"26°30'00.00""","122°40'00.00""",,0.37,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Thunnus albacares 黃鰭鮪
108/08/22,"26°15'00.00""","123°00'00.00""",,0.1,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,鯖魚
108/09/05,"22°28'00.00""","117°40'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Varuna litterata 字紋弓蟹/扁蟹
108/09/05,"22°28'00.00""","117°40'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Metapenaeopsis barbata 鬚赤對蝦/狗蝦
108/09/05,"23°40'00.00""","119°59'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,小管
108/09/05,"24°40'00.00""","120°49'00.00""",,0.27,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Rachycentron canadum 海鱺
108/09/12,"22°48'00.00""","119°55'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Scomber australasicus  花腹鯖/鯖魚
108/09/16,"25°52'00.00""","119°51'00.00""",,0.21,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Auxis rochei rochei 圓花鰹
108/09/25,"23°08'00.00""","121°27'00.00""",,0.2,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Istiophorus platypterus  雨傘旗魚
108/10/03,"23°10'00.00""","121°29'00.00""",,0.21,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Istiompax indica 立翅旗魚
108/10/03,"25°00'00.00""","120°58'00.00""",,0.25,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Scomberomorus commerson  康氏馬加鰆/土魠
108/10/04,"22°46'00.00""","120°14'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Babylonia formosae 臺灣鳳螺
108/10/04,"24°50'00.00""","121°57'00.00""",,0.08,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Muraenesox cinereus 灰海鰻
108/10/04,"24°50'00.00""","121°57'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會, Paralichthyidae 牙?科
108/10/05,"22°45'00.00""","120°13'00.00""",,0.12,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Gazza minuta 小牙?
108/10/05,"24°49'00.00""","122°25'00.00""",,0.19,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Seriola dumerili  杜氏鰤/紅甘
108/10/05,"24°49'00.00""","122°25'00.00""",,0.07,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Seriola dumerili  杜氏鰤 / 紅甘
108/10/05,"24°49'00.00""","122°25'00.00""",,0.18,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Trichiurus spp.帶魚屬/白帶魚
108/10/05,"24°49'00.00""","122°25'00.00""",,0.11,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Scomberomorus commerson  康氏馬加鰆/土魠
108/10/05,"22°24'00.00""","120°08'00.00""",,0.12,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Mene maculata 眼眶魚
108/10/07,"23°15'00.00""","120°04'00.00""",,0.09,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Chrysochir aureus 黃金鰭?
108/10/07,"24°34'00.00""","120°37'00.00""",,0.15,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Ilisha elongata 長鰳
108/10/09,"25°50'00.00""","122°30'00.00""",,0.08,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Evynnis cardinalis 紅鋤齒鯛
108/10/14,"25°37'00.00""","122°04'00.00""",,0.18,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤/紅甘
108/10/16,"23°14'00.00""","119°59'00.00""",,0.22,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤/紅甘
108/10/17,"24°50'00.00""","121°57'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Harpadon microchir 小鰭鐮齒魚
108/10/18,"24°38'00.00""","121°51'00.00""",,0.19,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤/紅甘
108/10/19,"25°32'00.00""","122°09'00.00""",,0.16,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Malakichthys elegans 美軟魚
108/10/21,"22°36'00.00""","120°13'00.00""",,0.31,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤/紅甘
108/10/22,"24°49'00.00""","121°55'00.00""",,0.09,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Atrobucca nibe 黑?
108/10/23,"23°24'00.00""","120°03'00.00""",,0.08,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Trichiurus japonicus 日本帶魚
108/10/23,"23°24'00.00""","120°03'00.00""",,0.09,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Scomberomorus niphonius 日本馬加鰆
108/10/24,"24°53'00.00""","121°51'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Rhodophyta 紅藻類
108/10/24,"22°57'00.00""","120°09'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Enteromorpha 滸苔
109/01/06,"25°33'00.00""","121°39'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Mugil cephalus 鯔 / 烏魚
109/01/06,"25°31'12.00""","121°43'12.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Mugil cephalus 鯔 / 烏魚
109/03/02,"25°34'48.00""","121°42'36.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Mugil cephalus 鯔 / 烏魚
109/03/02,"25°29'24.00""","121°31'48.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Mugil cephalus 鯔 / 烏魚
109/03/02,"25°30'36.00""","121°42'36.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Mugil cephalus 鯔 / 烏魚
109/03/18,"24°10'12.00""","122°40'12.00""",,0.1,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Scomber australasicus  花腹鯖 / 鯖魚
109/03/18,"24°19'48.00""","122°20'24.00""",,0.12,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Scomber australasicus  花腹鯖 / 鯖魚
109/03/18,"24°19'48.00""","123°03'00.00""",,0.11,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Scomber australasicus  花腹鯖 / 鯖魚
109/03/20,"24°38'24.00""","119°49'48.00""",,0.11,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Trachurus japonicus 日本竹筴魚
109/03/21,"25°33'00.00""","122°10'48.00""",,0.43,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Seriola dumerili  杜氏鰤/紅甘
109/03/21,"25°17'24.00""","122°12'36.00""",,0.22,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Sarda orientalis  東方齒鰆
109/03/21,"25°37'48.00""","121°22'12.00""",,0.15,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Thunnus albacares 黃鰭鮪
109/03/31,"24°04'12.00""","121°59'24.00""",,0.34,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Sarda orientalis  東方齒鰆
109/03/31,"23°03'00.00""","121°41'24.00""",,0.19,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Coryphaena hippurus 鬼頭刀
109/03/31,"23°01'12.00""","121°40'12.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Coryphaena hippurus 鬼頭刀
109/03/31,"23°05'24.00""","121°30'36.00""",,0.43,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Seriola dumerili  杜氏鰤 / 紅甘
109/03/31,"23°09'00.00""","121°52'48.00""",,0.12,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Scomber australasicus  花腹鯖 / 鯖魚
109/03/31,"23°18'00.00""","121°41'24.00""",,0.16,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Trichiurus spp.帶魚屬 / 白帶魚
109/03/31,"23°05'24.00""","121°49'48.00""",,0.18,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Katsuwonus pelamis 正鰹 
109/03/31,"23°07'12.00""","121°58'48.00""",,0.08,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Thunnus albacares 黃鰭鮪
109/04/08,"22°27'00.00""","120°13'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Solenocera melantho 大管鞭蝦
109/04/08,"22°23'00.00""","120°17'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Sergia lucens 晶瑩櫻蝦
109/04/08,"22°23'00.00""","120°17'00.00""",,0.09,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Pasiphaea orientalis 東方玻璃蝦
109/04/08,"22°23'00.00""","120°17'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Plesionika taiwanica 臺灣紅蝦
109/04/08,"22°23'00.00""","120°17'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Sergia talismani 塔氏櫻蝦
109/04/13,"25°46'00.00""","122°48'00.00""",,0.43,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤/紅甘
109/04/15,"22°45'00.00""","121°12'36.00""",,0.26,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Trichiurus spp.帶魚屬/白帶魚
109/04/16,"24°50'00.00""","121°59'00.00""",,0.19,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Trichiurus spp.帶魚屬/白帶魚
109/04/16,"22°28'00.00""","120°03'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Mene maculata 眼眶魚
109/04/20,"24°04'12.00""","121°59'24.00""",,0.08,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Chanos chanos 虱目魚
109/04/20,"24°02'24.00""","122°01'48.00""",,0.29,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Coryphaena hippurus 鬼頭刀
109/04/27,"21°46'00.00""","121°32'00.00""",,0.14,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Acanthocybium solandri 棘鰆 / 石喬
109/04/27,"22°28'00.00""","120°23'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Acetes intermedius 間型毛蝦
109/04/27,"24°28'12.00""","122°00'36.00""",,0.3,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Trichiurus spp.帶魚屬/白帶魚
109/04/27,"24°25'48.00""","122°12'00.00""",,0.27,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Katsuwonus pelamis 正鰹 
109/04/27,"25°07'12.00""","122°31'48.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Ovalipes punctatus 細點圓趾蟹/黃金蟹
109/04/27,"25°07'12.00""","122°35'24.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,鎖管
109/05/03,"24°57'36.00""","120°39'36.00""",,0.11,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Trachurus japonicus 日本竹筴魚
109/05/03,"24°50'24.00""","120°28'12.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Arius maculatus 斑海鯰/成仔魚
109/05/03,"24°51'36.00""","120°36'36.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,花枝
109/05/05,"24°54'00.00""","120°53'00.00""",,0.21,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤 / 紅甘
109/05/05,"24°50'00.00""","121°54'00.00""",,0.16,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Auxis thazard thazard 扁花鰹
109/05/05,"24°50'00.00""","121°54'00.00""",,0.21,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Trachurus japonicus 日本竹筴魚
109/05/05,"20°35'00.00""","117°13'00.00""",,0.57,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤 / 紅甘
109/05/06,"25°11'00.00""","121°41'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Gelidium amansii 石花菜
109/05/07,"23°19'48.00""","119°18'36.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,鎖管
109/05/07,"23°16'12.00""","119°27'36.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,章魚
109/05/07,"23°15'36.00""","119°21'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Metapenaeopsis barbata 鬚赤對蝦/狗蝦
109/05/07,"23°12'36.00""","119°31'12.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,螃蟹
109/05/07,"23°31'48.00""","119°29'24.00""",,0.19,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Rachycentron canadum 海鱺
109/05/07,"23°36'00.00""","119°18'00.00""",,0.24,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,"Lateolabrax japonicus 日本花鱸/海鱸魚,七星鱸"
109/05/07,"23°31'48.00""","119°46'48.00""",,0.34,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Seriola dumerili  杜氏鰤 / 紅甘
109/05/08,"25°13'00.00""","121°16'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Parapenaeopsis hardwickii 哈氏彷對蝦/劍蝦
109/05/10,"24°43'00.00""","122°07'00.00""",,0.12,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Scomber australasicus  花腹鯖 / 鯖魚
109/05/10,"24°31'00.00""","122°12'00.00""",,0.46,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤/紅甘
109/05/10,"25°11'00.00""","121°42'00.00""",,0.29,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤/紅甘
109/05/13,"24°41'00.00""","121°50'00.00""",,0.2,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Auxis rochei rochei 圓花鰹
